FL_Test | INFO flwr 2024-05-25 15:19:20,951 | app.py:162 | Starting Flower server, config: ServerConfig(num_rounds=2, round_timeout=None)
FL_Test | DEBUG flwr 2024-05-25 15:33:10,079 | server.py:187 | evaluate_round 2 received 3 results and 0 failures
FL_Test | INFO flwr 2024-05-25 15:33:10,079 | server.py:153 | FL finished in 135.59720349987037
FL_Test | INFO flwr 2024-05-25 15:33:10,079 | app.py:225 | app_fit: losses_distributed [(1, 0.0), (2, 0.0)]
FL_Test | INFO flwr 2024-05-25 15:33:10,079 | app.py:226 | app_fit: metrics_distributed_fit {'Accuracy': [(1, 0.0), (2, 0.0)], 'Precision': [(1, 0.0), (2, 0.0)], 'Recall': [(1, 0.0), (2, 0.0)], 'F1_Score': [(1, 0.0), (2, 0.0)]}
FL_Test | INFO flwr 2024-05-25 15:33:10,087 | app.py:227 | app_fit: metrics_distributed {'Accuracy': [(1, 0.0), (2, 0.0)], 'Precision': [(1, 0.0), (2, 0.0)], 'Recall': [(1, 0.0), (2, 0.0)], 'F1_Score': [(1, 0.0), (2, 0.0)]}
FL_Test | INFO flwr 2024-05-25 15:33:10,087 | app.py:228 | app_fit: losses_centralized []
FL_Test | INFO flwr 2024-05-25 15:33:10,087 | app.py:229 | app_fit: metrics_centralized {}
FL_Test | INFO flwr 2024-05-25 17:04:30,462 | app.py:162 | Starting Flower server, config: ServerConfig(num_rounds=2, round_timeout=None)
FL_Test | INFO flwr 2024-05-25 17:04:30,505 | app.py:175 | Flower ECE: gRPC server running (2 rounds), SSL is disabled
FL_Test | INFO flwr 2024-05-25 17:04:30,505 | server.py:89 | Initializing global parameters
FL_Test | INFO flwr 2024-05-25 17:04:30,507 | server.py:276 | Requesting initial parameters from one random client
FL_Test | INFO flwr 2024-05-25 17:05:10,127 | server.py:280 | Received initial parameters from one random client
FL_Test | INFO flwr 2024-05-25 17:05:10,127 | server.py:91 | Evaluating initial parameters
FL_Test | INFO flwr 2024-05-25 17:05:10,129 | server.py:104 | FL starting
FL_Test | DEBUG flwr 2024-05-25 17:05:21,531 | server.py:222 | fit_round 1: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-25 17:15:28,932 | server.py:236 | fit_round 1 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-25 17:16:32,579 | server.py:173 | evaluate_round 1: strategy sampled 3 clients (out of 3)
FL_Test | INFO flwr 2024-05-25 17:24:53,237 | app.py:162 | Starting Flower server, config: ServerConfig(num_rounds=2, round_timeout=None)
FL_Test | INFO flwr 2024-05-25 17:24:53,252 | app.py:175 | Flower ECE: gRPC server running (2 rounds), SSL is disabled
FL_Test | INFO flwr 2024-05-25 17:24:53,252 | server.py:89 | Initializing global parameters
FL_Test | INFO flwr 2024-05-25 17:24:53,252 | server.py:276 | Requesting initial parameters from one random client
FL_Test | INFO flwr 2024-05-25 17:25:35,003 | server.py:280 | Received initial parameters from one random client
FL_Test | INFO flwr 2024-05-25 17:25:35,003 | server.py:91 | Evaluating initial parameters
FL_Test | INFO flwr 2024-05-25 17:25:35,005 | server.py:104 | FL starting
FL_Test | DEBUG flwr 2024-05-25 17:25:48,955 | server.py:222 | fit_round 1: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-25 17:26:24,360 | server.py:236 | fit_round 1 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-25 17:26:24,368 | server.py:173 | evaluate_round 1: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-25 17:26:24,657 | server.py:187 | evaluate_round 1 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-25 17:26:24,657 | server.py:222 | fit_round 2: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-25 17:27:00,351 | server.py:236 | fit_round 2 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-25 17:27:00,351 | server.py:173 | evaluate_round 2: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-25 17:27:00,547 | server.py:187 | evaluate_round 2 received 3 results and 0 failures
FL_Test | INFO flwr 2024-05-25 17:27:00,547 | server.py:153 | FL finished in 85.54359829984605
FL_Test | INFO flwr 2024-05-25 17:27:00,547 | app.py:225 | app_fit: losses_distributed [(1, 100.02196602995524), (2, 100.02196602995524)]
FL_Test | INFO flwr 2024-05-25 17:27:00,547 | app.py:226 | app_fit: metrics_distributed_fit {'Accuracy': [(1, 0.0), (2, 0.0)], 'Precision': [(1, 0.0), (2, 0.0)], 'Recall': [(1, 0.0), (2, 0.0)], 'F1_Score': [(1, 0.0), (2, 0.0)]}
FL_Test | INFO flwr 2024-05-25 17:27:00,547 | app.py:227 | app_fit: metrics_distributed {'Accuracy': [(1, 0.0), (2, 0.0)], 'Precision': [(1, 0.0), (2, 0.0)], 'Recall': [(1, 0.0), (2, 0.0)], 'F1_Score': [(1, 0.0), (2, 0.0)], 'RMSE': [(1, 6.265204), (2, 5.859882)], 'R2': [(1, -7.047238), (2, -8.835579)]}
FL_Test | INFO flwr 2024-05-25 17:27:00,547 | app.py:228 | app_fit: losses_centralized []
FL_Test | INFO flwr 2024-05-25 17:27:00,547 | app.py:229 | app_fit: metrics_centralized {}
FL_Test | INFO flwr 2024-05-26 14:46:53,673 | app.py:162 | Starting Flower server, config: ServerConfig(num_rounds=2, round_timeout=None)
FL_Test | INFO flwr 2024-05-26 14:46:53,704 | app.py:175 | Flower ECE: gRPC server running (2 rounds), SSL is disabled
FL_Test | INFO flwr 2024-05-26 14:46:53,704 | server.py:89 | Initializing global parameters
FL_Test | INFO flwr 2024-05-26 14:46:53,704 | server.py:276 | Requesting initial parameters from one random client
FL_Test | INFO flwr 2024-05-26 14:48:27,791 | server.py:280 | Received initial parameters from one random client
FL_Test | INFO flwr 2024-05-26 14:48:27,791 | server.py:91 | Evaluating initial parameters
FL_Test | INFO flwr 2024-05-26 14:48:27,791 | server.py:104 | FL starting
FL_Test | DEBUG flwr 2024-05-26 14:49:03,672 | server.py:222 | fit_round 1: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-26 14:55:19,985 | server.py:236 | fit_round 1 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-26 14:55:19,985 | server.py:173 | evaluate_round 1: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-26 14:55:22,985 | server.py:187 | evaluate_round 1 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-26 14:55:22,985 | server.py:222 | fit_round 2: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-26 14:56:25,289 | server.py:236 | fit_round 2 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-26 14:56:25,289 | server.py:173 | evaluate_round 2: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-26 14:56:27,152 | server.py:187 | evaluate_round 2 received 3 results and 0 failures
FL_Test | INFO flwr 2024-05-26 14:56:27,160 | server.py:153 | FL finished in 479.3690086998977
FL_Test | INFO flwr 2024-05-26 14:56:27,160 | app.py:225 | app_fit: losses_distributed [(1, 89.91000662818726), (2, 89.48338386226145)]
FL_Test | INFO flwr 2024-05-26 14:56:27,160 | app.py:226 | app_fit: metrics_distributed_fit {'Accuracy': [(1, 0.0), (2, 0.0)], 'Precision': [(1, 0.0), (2, 0.0)], 'Recall': [(1, 0.0), (2, 0.0)], 'F1_Score': [(1, 0.0), (2, 0.0)]}
FL_Test | INFO flwr 2024-05-26 14:56:27,160 | app.py:227 | app_fit: metrics_distributed {'Accuracy': [(1, 0.0), (2, 0.0)], 'Precision': [(1, 0.0), (2, 0.0)], 'Recall': [(1, 0.0), (2, 0.0)], 'F1_Score': [(1, 0.0), (2, 0.0)], 'RMSE': [(1, 5.523285), (2, 5.31221)], 'R2': [(1, 0.359379), (2, 0.71637)]}
FL_Test | INFO flwr 2024-05-26 14:56:27,160 | app.py:228 | app_fit: losses_centralized []
FL_Test | INFO flwr 2024-05-26 14:56:27,160 | app.py:229 | app_fit: metrics_centralized {}
FL_Test | INFO flwr 2024-05-26 14:56:47,116 | app.py:162 | Starting Flower server, config: ServerConfig(num_rounds=2, round_timeout=None)
FL_Test | INFO flwr 2024-05-26 14:56:47,154 | app.py:175 | Flower ECE: gRPC server running (2 rounds), SSL is disabled
FL_Test | INFO flwr 2024-05-26 14:56:47,154 | server.py:89 | Initializing global parameters
FL_Test | INFO flwr 2024-05-26 14:56:47,154 | server.py:276 | Requesting initial parameters from one random client
FL_Test | INFO flwr 2024-05-26 14:57:31,239 | server.py:280 | Received initial parameters from one random client
FL_Test | INFO flwr 2024-05-26 14:57:31,239 | server.py:91 | Evaluating initial parameters
FL_Test | INFO flwr 2024-05-26 14:57:31,250 | server.py:104 | FL starting
FL_Test | DEBUG flwr 2024-05-26 14:58:02,478 | server.py:222 | fit_round 1: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-26 14:59:04,839 | server.py:236 | fit_round 1 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-26 14:59:04,839 | server.py:173 | evaluate_round 1: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-26 14:59:06,757 | server.py:187 | evaluate_round 1 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-26 14:59:06,757 | server.py:222 | fit_round 2: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-26 15:00:08,440 | server.py:236 | fit_round 2 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-26 15:00:08,443 | server.py:173 | evaluate_round 2: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-26 15:00:10,280 | server.py:187 | evaluate_round 2 received 3 results and 0 failures
FL_Test | INFO flwr 2024-05-26 15:00:10,280 | server.py:153 | FL finished in 159.0327776998747
FL_Test | INFO flwr 2024-05-26 15:00:10,280 | app.py:225 | app_fit: losses_distributed [(1, 89.54460100330195), (2, 90.25340007449005)]
FL_Test | INFO flwr 2024-05-26 15:00:10,280 | app.py:226 | app_fit: metrics_distributed_fit {'Accuracy': [(1, 0.0), (2, 0.0)], 'Precision': [(1, 0.0), (2, 0.0)], 'Recall': [(1, 0.0), (2, 0.0)], 'F1_Score': [(1, 0.0), (2, 0.0)]}
FL_Test | INFO flwr 2024-05-26 15:00:10,291 | app.py:227 | app_fit: metrics_distributed {'Accuracy': [(1, 0.0), (2, 0.0)], 'Precision': [(1, 0.0), (2, 0.0)], 'Recall': [(1, 0.0), (2, 0.0)], 'F1_Score': [(1, 0.0), (2, 0.0)], 'RMSE': [(1, 5.323502), (2, 5.561968)], 'R2': [(1, 0.716175), (2, 0.358411)]}
FL_Test | INFO flwr 2024-05-26 15:00:10,293 | app.py:228 | app_fit: losses_centralized []
FL_Test | INFO flwr 2024-05-26 15:00:10,293 | app.py:229 | app_fit: metrics_centralized {}
FL_Test | INFO flwr 2024-05-26 15:04:00,948 | app.py:162 | Starting Flower server, config: ServerConfig(num_rounds=3, round_timeout=None)
FL_Test | INFO flwr 2024-05-26 15:04:00,948 | app.py:175 | Flower ECE: gRPC server running (3 rounds), SSL is disabled
FL_Test | INFO flwr 2024-05-26 15:04:00,948 | server.py:89 | Initializing global parameters
FL_Test | INFO flwr 2024-05-26 15:04:00,964 | server.py:276 | Requesting initial parameters from one random client
FL_Test | INFO flwr 2024-05-26 15:04:49,770 | server.py:280 | Received initial parameters from one random client
FL_Test | INFO flwr 2024-05-26 15:04:49,778 | server.py:91 | Evaluating initial parameters
FL_Test | INFO flwr 2024-05-26 15:04:49,778 | server.py:104 | FL starting
FL_Test | DEBUG flwr 2024-05-26 15:05:16,575 | server.py:222 | fit_round 1: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-26 15:06:45,008 | server.py:236 | fit_round 1 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-26 15:06:45,008 | server.py:173 | evaluate_round 1: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-26 15:06:48,612 | server.py:187 | evaluate_round 1 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-26 15:06:48,612 | server.py:222 | fit_round 2: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-26 15:08:56,426 | server.py:236 | fit_round 2 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-26 15:08:56,428 | server.py:173 | evaluate_round 2: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-26 15:09:00,374 | server.py:187 | evaluate_round 2 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-26 15:09:00,374 | server.py:222 | fit_round 3: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-26 15:10:07,743 | server.py:236 | fit_round 3 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-26 15:10:07,743 | server.py:173 | evaluate_round 3: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-26 15:10:09,703 | server.py:187 | evaluate_round 3 received 3 results and 0 failures
FL_Test | INFO flwr 2024-05-26 15:10:09,703 | server.py:153 | FL finished in 319.92242800001986
FL_Test | INFO flwr 2024-05-26 15:10:09,703 | app.py:225 | app_fit: losses_distributed [(1, 89.82585223877958), (2, 89.8958258102027), (3, 89.59818130738243)]
FL_Test | INFO flwr 2024-05-26 15:10:09,703 | app.py:226 | app_fit: metrics_distributed_fit {'Accuracy': [(1, 0.0), (2, 0.0), (3, 0.0)], 'Precision': [(1, 0.0), (2, 0.0), (3, 0.0)], 'Recall': [(1, 0.0), (2, 0.0), (3, 0.0)], 'F1_Score': [(1, 0.0), (2, 0.0), (3, 0.0)]}
FL_Test | INFO flwr 2024-05-26 15:10:09,711 | app.py:227 | app_fit: metrics_distributed {'Accuracy': [(1, 0.0), (2, 0.0), (3, 0.0)], 'Precision': [(1, 0.0), (2, 0.0), (3, 0.0)], 'Recall': [(1, 0.0), (2, 0.0), (3, 0.0)], 'F1_Score': [(1, 0.0), (2, 0.0), (3, 0.0)], 'RMSE': [(1, 5.336872), (2, 5.526801), (3, 5.512775)], 'R2': [(1, 0.715825), (2, 0.359267), (3, 0.359635)]}
FL_Test | INFO flwr 2024-05-26 15:10:09,711 | app.py:228 | app_fit: losses_centralized []
FL_Test | INFO flwr 2024-05-26 15:10:09,711 | app.py:229 | app_fit: metrics_centralized {}
FL_Test | INFO flwr 2024-05-26 15:11:54,443 | app.py:162 | Starting Flower server, config: ServerConfig(num_rounds=3, round_timeout=None)
FL_Test | INFO flwr 2024-05-26 15:11:54,454 | app.py:175 | Flower ECE: gRPC server running (3 rounds), SSL is disabled
FL_Test | INFO flwr 2024-05-26 15:11:54,454 | server.py:89 | Initializing global parameters
FL_Test | INFO flwr 2024-05-26 15:11:54,454 | server.py:276 | Requesting initial parameters from one random client
FL_Test | INFO flwr 2024-05-26 15:12:30,355 | server.py:280 | Received initial parameters from one random client
FL_Test | INFO flwr 2024-05-26 15:12:30,355 | server.py:91 | Evaluating initial parameters
FL_Test | INFO flwr 2024-05-26 15:12:30,358 | server.py:104 | FL starting
FL_Test | DEBUG flwr 2024-05-26 15:12:30,755 | server.py:222 | fit_round 1: strategy sampled 2 clients (out of 2)
FL_Test | DEBUG flwr 2024-05-26 15:13:03,681 | server.py:236 | fit_round 1 received 2 results and 0 failures
FL_Test | DEBUG flwr 2024-05-26 15:13:03,681 | server.py:173 | evaluate_round 1: strategy sampled 2 clients (out of 2)
FL_Test | DEBUG flwr 2024-05-26 15:13:05,412 | server.py:187 | evaluate_round 1 received 2 results and 0 failures
FL_Test | DEBUG flwr 2024-05-26 15:13:05,412 | server.py:222 | fit_round 2: strategy sampled 2 clients (out of 2)
FL_Test | DEBUG flwr 2024-05-26 15:13:37,814 | server.py:236 | fit_round 2 received 2 results and 0 failures
FL_Test | DEBUG flwr 2024-05-26 15:13:37,814 | server.py:173 | evaluate_round 2: strategy sampled 2 clients (out of 2)
FL_Test | DEBUG flwr 2024-05-26 15:13:39,552 | server.py:187 | evaluate_round 2 received 2 results and 0 failures
FL_Test | DEBUG flwr 2024-05-26 15:13:39,552 | server.py:222 | fit_round 3: strategy sampled 2 clients (out of 2)
FL_Test | DEBUG flwr 2024-05-26 15:14:12,380 | server.py:236 | fit_round 3 received 2 results and 0 failures
FL_Test | DEBUG flwr 2024-05-26 15:14:12,380 | server.py:173 | evaluate_round 3: strategy sampled 2 clients (out of 2)
FL_Test | DEBUG flwr 2024-05-26 15:14:14,161 | server.py:187 | evaluate_round 3 received 2 results and 0 failures
FL_Test | INFO flwr 2024-05-26 15:14:14,161 | server.py:153 | FL finished in 103.80746519984677
FL_Test | INFO flwr 2024-05-26 15:14:14,170 | app.py:225 | app_fit: losses_distributed [(1, 48.65315828867494), (2, 47.65652279750373), (3, 49.3437847571696)]
FL_Test | INFO flwr 2024-05-26 15:14:14,170 | app.py:226 | app_fit: metrics_distributed_fit {'Accuracy': [(1, 0.0), (2, 0.0), (3, 0.0)], 'Precision': [(1, 0.0), (2, 0.0), (3, 0.0)], 'Recall': [(1, 0.0), (2, 0.0), (3, 0.0)], 'F1_Score': [(1, 0.0), (2, 0.0), (3, 0.0)]}
FL_Test | INFO flwr 2024-05-26 15:14:14,170 | app.py:227 | app_fit: metrics_distributed {'Accuracy': [(1, 0.0), (2, 0.0), (3, 0.0)], 'Precision': [(1, 0.0), (2, 0.0), (3, 0.0)], 'Recall': [(1, 0.0), (2, 0.0), (3, 0.0)], 'F1_Score': [(1, 0.0), (2, 0.0), (3, 0.0)], 'RMSE': [(1, 4.252257), (2, 4.185955), (3, 2.701968)], 'R2': [(1, 0.628683), (2, 0.629989), (3, 0.297316)]}
FL_Test | INFO flwr 2024-05-26 15:14:14,170 | app.py:228 | app_fit: losses_centralized []
FL_Test | INFO flwr 2024-05-26 15:14:14,170 | app.py:229 | app_fit: metrics_centralized {}
FL_Test | INFO flwr 2024-05-26 15:19:12,263 | app.py:162 | Starting Flower server, config: ServerConfig(num_rounds=4, round_timeout=None)
FL_Test | INFO flwr 2024-05-26 15:19:12,273 | app.py:175 | Flower ECE: gRPC server running (4 rounds), SSL is disabled
FL_Test | INFO flwr 2024-05-26 15:19:12,273 | server.py:89 | Initializing global parameters
FL_Test | INFO flwr 2024-05-26 15:19:12,273 | server.py:276 | Requesting initial parameters from one random client
FL_Test | INFO flwr 2024-05-26 15:20:12,011 | server.py:280 | Received initial parameters from one random client
FL_Test | INFO flwr 2024-05-26 15:20:12,011 | server.py:91 | Evaluating initial parameters
FL_Test | INFO flwr 2024-05-26 15:20:12,019 | server.py:104 | FL starting
FL_Test | DEBUG flwr 2024-05-26 15:20:42,135 | server.py:222 | fit_round 1: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-26 15:21:43,672 | server.py:236 | fit_round 1 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-26 15:21:43,672 | server.py:173 | evaluate_round 1: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-26 15:21:45,474 | server.py:187 | evaluate_round 1 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-26 15:21:45,474 | server.py:222 | fit_round 2: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-26 15:22:47,124 | server.py:236 | fit_round 2 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-26 15:22:47,124 | server.py:173 | evaluate_round 2: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-26 15:22:49,049 | server.py:187 | evaluate_round 2 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-26 15:22:49,049 | server.py:222 | fit_round 3: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-26 15:23:49,872 | server.py:236 | fit_round 3 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-26 15:23:49,872 | server.py:173 | evaluate_round 3: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-26 15:23:51,925 | server.py:187 | evaluate_round 3 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-26 15:23:51,925 | server.py:222 | fit_round 4: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-26 15:24:54,321 | server.py:236 | fit_round 4 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-26 15:24:54,321 | server.py:173 | evaluate_round 4: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-26 15:24:56,266 | server.py:187 | evaluate_round 4 received 3 results and 0 failures
FL_Test | INFO flwr 2024-05-26 15:24:56,266 | server.py:153 | FL finished in 284.2488545998931
FL_Test | INFO flwr 2024-05-26 15:24:56,266 | app.py:225 | app_fit: losses_distributed [(1, 89.8749292963957), (2, 89.34105929356939), (3, 89.13577539995663), (4, 89.45916209833837)]
FL_Test | INFO flwr 2024-05-26 15:24:56,275 | app.py:226 | app_fit: metrics_distributed_fit {'Accuracy': [(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0)], 'Precision': [(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0)], 'Recall': [(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0)], 'F1_Score': [(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0)]}
FL_Test | INFO flwr 2024-05-26 15:24:56,275 | app.py:227 | app_fit: metrics_distributed {'Accuracy': [(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0)], 'Precision': [(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0)], 'Recall': [(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0)], 'F1_Score': [(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0)], 'RMSE': [(1, 5.52164), (2, 6.690431), (3, 5.534286), (4, 5.31739)], 'R2': [(1, 0.359363), (2, 0.615787), (3, 0.359086), (4, 0.716295)]}
FL_Test | INFO flwr 2024-05-26 15:24:56,275 | app.py:228 | app_fit: losses_centralized []
FL_Test | INFO flwr 2024-05-26 15:24:56,275 | app.py:229 | app_fit: metrics_centralized {}
FL_Test | INFO flwr 2024-05-26 15:25:58,365 | app.py:162 | Starting Flower server, config: ServerConfig(num_rounds=5, round_timeout=None)
FL_Test | INFO flwr 2024-05-26 15:25:58,381 | app.py:175 | Flower ECE: gRPC server running (5 rounds), SSL is disabled
FL_Test | INFO flwr 2024-05-26 15:25:58,381 | server.py:89 | Initializing global parameters
FL_Test | INFO flwr 2024-05-26 15:25:58,381 | server.py:276 | Requesting initial parameters from one random client
FL_Test | INFO flwr 2024-05-26 15:26:41,736 | server.py:280 | Received initial parameters from one random client
FL_Test | INFO flwr 2024-05-26 15:26:41,736 | server.py:91 | Evaluating initial parameters
FL_Test | INFO flwr 2024-05-26 15:26:41,744 | server.py:104 | FL starting
FL_Test | DEBUG flwr 2024-05-26 15:27:07,813 | server.py:222 | fit_round 1: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-26 15:28:08,573 | server.py:236 | fit_round 1 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-26 15:28:08,573 | server.py:173 | evaluate_round 1: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-26 15:28:10,611 | server.py:187 | evaluate_round 1 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-26 15:28:10,611 | server.py:222 | fit_round 2: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-26 15:29:13,366 | server.py:236 | fit_round 2 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-26 15:29:13,376 | server.py:173 | evaluate_round 2: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-26 15:29:15,329 | server.py:187 | evaluate_round 2 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-26 15:29:15,329 | server.py:222 | fit_round 3: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-26 15:30:17,071 | server.py:236 | fit_round 3 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-26 15:30:17,071 | server.py:173 | evaluate_round 3: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-26 15:30:18,887 | server.py:187 | evaluate_round 3 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-26 15:30:18,887 | server.py:222 | fit_round 4: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-26 15:31:20,363 | server.py:236 | fit_round 4 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-26 15:31:20,363 | server.py:173 | evaluate_round 4: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-26 15:31:22,318 | server.py:187 | evaluate_round 4 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-26 15:31:22,318 | server.py:222 | fit_round 5: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-26 15:32:24,926 | server.py:236 | fit_round 5 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-26 15:32:24,926 | server.py:173 | evaluate_round 5: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-26 15:32:26,827 | server.py:187 | evaluate_round 5 received 3 results and 0 failures
FL_Test | INFO flwr 2024-05-26 15:32:26,827 | server.py:153 | FL finished in 345.079744100105
